"","ID","ResDensity","N_TraitValue","initial_a","initial_h"
"35",39838,140.338,0.000759259,5.62803249364607e-06,0.001037037
"36",39838,160.232,0.000851852,5.62803249364607e-06,0.001037037
"37",39838,180.447,0.000944444,5.62803249364607e-06,0.001037037
"38",39838,200.335,0.001037037,5.62803249364607e-06,0.001037037
"39",39839,19.9323,0.000123763,3.29526600378573e-06,0.000670835
"40",39839,40.1737,0.000209748,3.29526600378573e-06,0.000670835
"41",39839,60.0883,0.000276806,3.29526600378573e-06,0.000670835
"42",39839,80.3182,0.00031558,3.29526600378573e-06,0.000670835
"43",39839,100.219,0.00040158,3.29526600378573e-06,0.000670835
"44",39839,120.123,0.000430828,3.29526600378573e-06,0.000670835
"45",39839,140.338,0.000497931,3.29526600378573e-06,0.000670835
"46",39839,160.232,0.000536659,3.29526600378573e-06,0.000670835
"47",39839,180.447,0.000613194,3.29526600378573e-06,0.000670835
"48",39839,200.335,0.000670835,3.29526600378573e-06,0.000670835
"49",39840,0.25,0.287328,0.0228993510548523,1.11129
"50",39840,0.25,0.164562,0.0228993510548523,1.11129
"51",39840,0.25,0.186344,0.0228993510548523,1.11129
"52",39840,0.25,0.233869,0.0228993510548523,1.11129
"53",39840,0.5,0.0578243,0.0228993510548523,1.11129
"54",39840,0.5,0.117231,0.0228993510548523,1.11129
"55",39840,0.5,0.214261,0.0228993510548523,1.11129
"56",39840,0.5,0.259806,0.0228993510548523,1.11129
"57",39840,0.5,0.319212,0.0228993510548523,1.11129
"58",39840,0.5,0.335054,0.0228993510548523,1.11129
"59",39840,1,0.139408,0.0228993510548523,1.11129
"60",39840,1,0.202774,0.0228993510548523,1.11129
"61",39840,1,0.25624,0.0228993510548523,1.11129
"62",39840,1,0.34931,0.0228993510548523,1.11129
"63",39840,1,0.418618,0.0228993510548523,1.11129
"64",39840,1,0.588916,0.0228993510548523,1.11129
"65",39840,1,0.321591,0.0228993510548523,1.11129
"66",39840,1.5,0.359606,0.0228993510548523,1.11129
"67",39840,2,0.152082,0.0228993510548523,1.11129
"68",39840,2,0.197627,0.0228993510548523,1.11129
"69",39840,2,0.571887,0.0228993510548523,1.11129
"70",39840,2,0.629313,0.0228993510548523,1.11129
"71",39840,2,0.253076,0.0228993510548523,1.11129
"72",39840,2,0.528333,0.0228993510548523,1.11129
"73",39840,3,0.33109,0.0228993510548523,1.11129
"74",39840,3,0.382576,0.0228993510548523,1.11129
"75",39840,3,0.42416,0.0228993510548523,1.11129
"76",39840,3,1.11129,0.0228993510548523,1.11129
"77",39840,4,0.46257,0.0228993510548523,1.11129
"78",39840,4,0.426929,0.0228993510548523,1.11129
"79",39840,4,0.58337,0.0228993510548523,1.11129
"80",39840,4,0.672479,0.0228993510548523,1.11129
"81",39840,4,0.729905,0.0228993510548523,1.11129
"82",39840,4,0.941788,0.0228993510548523,1.11129
"83",39840,5,0.28119,0.0228993510548523,1.11129
"84",39840,5,0.831689,0.0228993510548523,1.11129
"85",39841,0.2039,0.1679,0.113970768041051,1.2383
"86",39841,0.2039,0.1974,0.113970768041051,1.2383
"87",39841,0.2039,0.2486,0.113970768041051,1.2383
"88",39841,0.2039,0.3056,0.113970768041051,1.2383
"89",39841,0.2039,0.4119,0.113970768041051,1.2383
"90",39841,0.4079,0.2606,0.113970768041051,1.2383
"91",39841,0.4079,0.3078,0.113970768041051,1.2383
"92",39841,0.4079,0.3767,0.113970768041051,1.2383
"93",39841,0.4079,0.416,0.113970768041051,1.2383
"94",39841,0.4116,0.5124,0.113970768041051,1.2383
"95",39841,0.4153,0.6305,0.113970768041051,1.2383
"96",39841,0.8157,0.7843,0.113970768041051,1.2383
"97",39841,0.8231,0.6543,0.113970768041051,1.2383
"98",39841,0.8306,0.5836,0.113970768041051,1.2383
"99",39841,0.838,0.4577,0.113970768041051,1.2383
"100",39841,0.838,0.503,0.113970768041051,1.2383
"101",39841,1.2421,0.6606,0.113970768041051,1.2383
"102",39841,1.2421,0.7827,0.113970768041051,1.2383
"103",39841,1.2458,0.6312,0.113970768041051,1.2383
"104",39841,1.2458,0.8162,0.113970768041051,1.2383
"105",39841,1.2458,0.8909,0.113970768041051,1.2383
"106",39841,1.2495,0.9224,0.113970768041051,1.2383
"107",39841,1.6611,0.8815,0.113970768041051,1.2383
"108",39841,1.6611,1.0644,0.113970768041051,1.2383
"109",39841,1.6648,0.9621,0.113970768041051,1.2383
"110",39841,1.6684,0.6375,0.113970768041051,1.2383
"111",39841,1.6684,0.6886,0.113970768041051,1.2383
"112",39841,1.6684,0.9129,0.113970768041051,1.2383
"113",39841,1.6722,0.6296,0.113970768041051,1.2383
"114",39841,2.4954,1.2383,0.113970768041051,1.2383
"115",39841,2.499,0.7838,0.113970768041051,1.2383
"116",39841,2.499,0.8094,0.113970768041051,1.2383
"117",39841,3.3296,0.8514,0.113970768041051,1.2383
"118",39841,3.3296,0.8928,0.113970768041051,1.2383
"119",39841,3.3333,0.9242,0.113970768041051,1.2383
"120",39841,3.337,1.0876,0.113970768041051,1.2383
"121",39841,3.3407,0.5011,0.113970768041051,1.2383
"122",39841,4.1713,0.742,0.113970768041051,1.2383
"123",39841,4.1713,0.8069,0.113970768041051,1.2383
"124",39841,4.175,1.0844,0.113970768041051,1.2383
"125",39841,5.0019,1.0123,0.113970768041051,1.2383
"126",39842,0.2453,0.1501,0.0274588434784866,1.2609
"127",39842,0.2454,0.1836,0.0274588434784866,1.2609
"128",39842,0.2502,0.3017,0.0274588434784866,1.2609
"129",39842,0.4994,0.2486,0.0274588434784866,1.2609
"130",39842,0.5002,0.4946,0.0274588434784866,1.2609
"131",39842,0.504,0.286,0.0274588434784866,1.2609
"132",39842,0.5041,0.3293,0.0274588434784866,1.2609
"133",39842,0.5043,0.3923,0.0274588434784866,1.2609
"134",39842,0.994,0.3649,0.0274588434784866,1.2609
"135",39842,0.9942,0.4101,0.0274588434784866,1.2609
"136",39842,0.9992,0.5951,0.0274588434784866,1.2609
"137",39842,0.9997,0.788,0.0274588434784866,1.2609
"138",39842,1.0028,0.3195,0.0274588434784866,1.2609
"139",39842,1.4886,0.4792,0.0274588434784866,1.2609
"140",39842,1.4926,0.3335,0.0274588434784866,1.2609
"141",39842,1.4929,0.4457,0.0274588434784866,1.2609
"142",39842,1.5021,0.5323,0.0274588434784866,1.2609
"143",39842,1.503,0.8649,0.0274588434784866,1.2609
"144",39842,1.9962,0.4754,0.0274588434784866,1.2609
"145",39842,1.9966,0.5935,0.0274588434784866,1.2609
"146",39842,2.0014,0.7174,0.0274588434784866,1.2609
"147",39842,2.0017,0.8157,0.0274588434784866,1.2609
"148",39842,2.0019,0.8808,0.0274588434784866,1.2609
"149",39842,2.0071,1.1366,0.0274588434784866,1.2609
"150",39842,3.0004,1.2609,0.0274588434784866,1.2609
"151",39842,3.0033,0.7433,0.0274588434784866,1.2609
"152",39842,3.0038,0.9146,0.0274588434784866,1.2609
"153",39842,3.0041,1.009,0.0274588434784866,1.2609
"154",39842,4.0062,1.0782,0.0274588434784866,1.2609
"155",39842,4.0067,1.2593,0.0274588434784866,1.2609
"156",39842,4.0087,0.417,0.0274588434784866,1.2609
"157",39842,4.011,1.2101,0.0274588434784866,1.2609
"158",39842,5.0103,0.3347,0.0274588434784866,1.2609
"159",39842,6.0087,0.6755,0.0274588434784866,1.2609
"160",39843,0.1254,0.2429,0.219973528765421,1.1975
"161",39843,0.2412,0.2626,0.219973528765421,1.1975
"162",39843,0.2413,0.2883,0.219973528765421,1.1975
"163",39843,0.2456,0.2311,0.219973528765421,1.1975
"164",39843,0.2459,0.3395,0.219973528765421,1.1975
"165",39843,0.4957,0.4814,0.219973528765421,1.1975
"166",39843,0.4998,0.3612,0.219973528765421,1.1975
"167",39843,0.5,0.4539,0.219973528765421,1.1975
"168",39843,0.5002,0.5149,0.219973528765421,1.1975
"169",39843,0.9989,0.4915,0.219973528765421,1.1975
"170",39843,0.9996,0.7516,0.219973528765421,1.1975
"171",39843,0.9996,0.7397,0.219973528765421,1.1975
"172",39843,0.9999,0.8363,0.219973528765421,1.1975
"173",39843,1.0007,1.1161,0.219973528765421,1.1975
"174",39843,1.4942,0.8542,0.219973528765421,1.1975
"175",39843,1.4943,0.8956,0.219973528765421,1.1975
"176",39843,1.4985,0.8069,0.219973528765421,1.1975
"177",39843,1.4989,0.935,0.219973528765421,1.1975
"178",39843,1.5024,0.6374,0.219973528765421,1.1975
"179",39843,2.0012,0.6455,0.219973528765421,1.1975
"180",39843,2.0017,0.8169,0.219973528765421,1.1975
"181",39843,2.006,0.7696,0.219973528765421,1.1975
"182",39843,2.0062,0.8445,0.219973528765421,1.1975
"183",39843,2.0067,1.0061,0.219973528765421,1.1975
"184",39843,3.0091,1.1975,0.219973528765421,1.1975
"185",39843,4.0013,0.924,0.219973528765421,1.1975
"186",39843,4.0018,1.1053,0.219973528765421,1.1975
"187",39843,4.0053,0.7841,0.219973528765421,1.1975
"188",39844,0.2445,0.17,0.102852847566982,1.4369
"189",39844,0.2445,0.2468,0.102852847566982,1.4369
"190",39844,0.2445,0.4163,0.102852847566982,1.4369
"191",39844,0.249,0.3079,0.102852847566982,1.4369
"192",39844,0.2534,0.2054,0.102852847566982,1.4369
"193",39844,0.4891,0.4163,0.102852847566982,1.4369
"194",39844,0.498,0.5187,0.102852847566982,1.4369
"195",39844,0.498,0.633,0.102852847566982,1.4369
"196",39844,0.5024,0.2704,0.102852847566982,1.4369
"197",39844,0.5024,0.3079,0.102852847566982,1.4369
"198",39844,0.5024,0.3847,0.102852847566982,1.4369
"199",39844,0.9915,0.6507,0.102852847566982,1.4369
"200",39844,1.0004,0.4537,0.102852847566982,1.4369
"201",39844,1.0004,0.4969,0.102852847566982,1.4369
"202",39844,1.0004,0.7768,0.102852847566982,1.4369
"203",39844,1.0048,0.5836,0.102852847566982,1.4369
"204",39844,1.4939,0.7749,0.102852847566982,1.4369
"205",39844,1.4939,0.9207,0.102852847566982,1.4369
"206",39844,1.4983,0.6291,0.102852847566982,1.4369
"207",39844,1.4983,0.8163,0.102852847566982,1.4369
"208",39844,1.4983,0.8852,0.102852847566982,1.4369
"209",39844,1.5028,0.6606,0.102852847566982,1.4369
"210",39844,1.9963,1.0665,0.102852847566982,1.4369
"211",39844,1.9963,0.9601,0.102852847566982,1.4369
"212",39844,1.9963,0.9127,0.102852847566982,1.4369
"213",39844,1.9963,0.8793,0.102852847566982,1.4369
"214",39844,1.9963,0.6901,0.102852847566982,1.4369
"215",39844,1.9963,0.6232,0.102852847566982,1.4369
"216",39844,2.0007,0.6488,0.102852847566982,1.4369
"217",39844,2.9967,1.236,0.102852847566982,1.4369
"218",39844,3.0011,0.7768,0.102852847566982,1.4369
"219",39844,3.0011,0.8123,0.102852847566982,1.4369
"220",39844,3.9969,0.5049,0.102852847566982,1.4369
"221",39844,4.0015,1.4369,0.102852847566982,1.4369
"222",39844,4.0015,1.0842,0.102852847566982,1.4369
"223",39844,4.0015,0.9245,0.102852847566982,1.4369
"224",39844,4.0015,0.9089,0.102852847566982,1.4369
"225",39844,4.0059,0.8498,0.102852847566982,1.4369
"226",39844,5.0019,0.8044,0.102852847566982,1.4369
"227",39844,5.0063,0.7433,0.102852847566982,1.4369
"228",39844,5.0063,1.0842,0.102852847566982,1.4369
"229",39844,6.0022,1.0054,0.102852847566982,1.4369
"230",39845,0.2521,0.1897,0.0535402081428035,1.1118
"231",39845,0.2523,0.1562,0.0535402081428035,1.1118
"232",39845,0.2563,0.2271,0.0535402081428035,1.1118
"233",39845,0.5004,0.2764,0.0535402081428035,1.1118
"234",39845,0.505,0.2567,0.0535402081428035,1.1118
"235",39845,1.0011,0.5069,0.0535402081428035,1.1118
"236",39845,1.0014,0.4478,0.0535402081428035,1.1118
"237",39845,1.0015,0.434,0.0535402081428035,1.1118
"238",39845,1.0022,0.3216,0.0535402081428035,1.1118
"239",39845,1.4985,0.5305,0.0535402081428035,1.1118
"240",39845,1.4986,0.5128,0.0535402081428035,1.1118
"241",39845,1.5026,0.5916,0.0535402081428035,1.1118
"242",39845,1.9956,0.6094,0.0535402081428035,1.1118
"243",39845,2.0014,0.3828,0.0535402081428035,1.1118
"244",39845,2.0022,1.0034,0.0535402081428035,1.1118
"245",39845,2.9954,0.5897,0.0535402081428035,1.1118
"246",39845,2.999,0.7315,0.0535402081428035,1.1118
"247",39845,3.0051,0.4498,0.0535402081428035,1.1118
"248",39845,3.999,0.6724,0.0535402081428035,1.1118
"249",39845,4.9966,1.0054,0.0535402081428035,1.1118
"250",39845,5.0004,1.1118,0.0535402081428035,1.1118
"251",39845,5.0032,0.6507,0.0535402081428035,1.1118
"252",39845,5.9963,1.0054,0.0535402081428035,1.1118
"253",39845,5.999,0.5325,0.0535402081428035,1.1118
"254",39846,0.2405,0.1648,0.0682727542164904,0.8349
"255",39846,0.2443,0.0599,0.0682727542164904,0.8349
"256",39846,0.2443,0.1292,0.0682727542164904,0.8349
"257",39846,0.4923,0.1233,0.0682727542164904,0.8349
"258",39846,0.4961,0.3231,0.0682727542164904,0.8349
"259",39846,0.4961,0.1827,0.0682727542164904,0.8349
"260",39846,0.4961,0.1095,0.0682727542164904,0.8349
"261",39846,0.4998,0.7524,0.0682727542164904,0.8349
"262",39846,0.9959,0.2343,0.0682727542164904,0.8349
"263",39846,0.9959,0.2521,0.0682727542164904,0.8349
"264",39846,0.9996,0.1453,0.0682727542164904,0.8349
"265",39846,0.9996,0.2027,0.0682727542164904,0.8349
"266",39846,1.4919,0.373,0.0682727542164904,0.8349
"267",39846,1.9955,0.5018,0.0682727542164904,0.8349
"268",39846,1.9955,0.3356,0.0682727542164904,0.8349
"269",39846,1.9955,0.3158,0.0682727542164904,0.8349
"270",39846,1.9992,0.3791,0.0682727542164904,0.8349
"271",39846,1.9992,0.1239,0.0682727542164904,0.8349
"272",39846,2.995,0.5932,0.0682727542164904,0.8349
"273",39846,3.9947,0.8349,0.0682727542164904,0.8349
"274",39846,3.9985,0.5026,0.0682727542164904,0.8349
"275",39846,3.9985,0.3938,0.0682727542164904,0.8349
"276",39846,4.0023,0.7142,0.0682727542164904,0.8349
"277",39847,0.2477,0.1932,0.0524326912607638,0.9222
"278",39847,0.2518,0.0753,0.0524326912607638,0.9222
"279",39847,0.2519,0.0478,0.0524326912607638,0.9222
"280",39847,0.4956,0.3132,0.0524326912607638,0.9222
"281",39847,0.496,0.1559,0.0524326912607638,0.9222
"282",39847,0.4995,0.2876,0.0524326912607638,0.9222
"283",39847,0.4999,0.1029,0.0524326912607638,0.9222
"284",39847,0.4999,0.1284,0.0524326912607638,0.9222
"285",39847,0.5034,0.2306,0.0524326912607638,0.9222
"286",39847,0.9992,0.4529,0.0524326912607638,0.9222
"287",39847,0.9996,0.3252,0.0524326912607638,0.9222
"288",39847,0.9997,0.2701,0.0524326912607638,0.9222
"289",39847,1.0035,0.2505,0.0524326912607638,0.9222
"290",39847,1.0037,0.1738,0.0524326912607638,0.9222
"291",39847,1.0038,0.1482,0.0524326912607638,0.9222
"292",39847,1.4997,0.3312,0.0524326912607638,0.9222
"293",39847,1.4999,0.2802,0.0524326912607638,0.9222
"294",39847,1.5034,0.3843,0.0524326912607638,0.9222
"295",39847,1.9954,0.638,0.0524326912607638,0.9222
"296",39847,1.9956,0.5692,0.0524326912607638,0.9222
"297",39847,1.9958,0.4689,0.0524326912607638,0.9222
"298",39847,1.9964,0.2332,0.0524326912607638,0.9222
"299",39847,1.9988,0.7814,0.0524326912607638,0.9222
"300",39847,1.9994,0.5436,0.0524326912607638,0.9222
"301",39847,1.9995,0.5123,0.0524326912607638,0.9222
"302",39847,3.9998,0.6703,0.0524326912607638,0.9222
"303",39847,4.0001,0.5622,0.0524326912607638,0.9222
"304",39847,4.0041,0.4836,0.0524326912607638,0.9222
"305",39847,4.0045,0.3244,0.0524326912607638,0.9222
"306",39847,5,0.7532,0.0524326912607638,0.9222
"307",39847,5.0033,0.9222,0.0524326912607638,0.9222
"308",39848,0.2405,0.1147,0.0520832558685048,1.1139
"309",39848,0.2405,0.16,0.0520832558685048,1.1139
"310",39848,0.2443,0.1009,0.0520832558685048,1.1139
"311",39848,0.2443,0.2092,0.0520832558685048,1.1139
"312",39848,0.4923,0.1621,0.0520832558685048,1.1139
"313",39848,0.4923,0.2034,0.0520832558685048,1.1139
"314",39848,0.4961,0.3136,0.0520832558685048,1.1139
"315",39848,0.4961,0.2152,0.0520832558685048,1.1139
"316",39848,0.4961,0.0932,0.0520832558685048,1.1139
"317",39848,0.9921,0.2862,0.0520832558685048,1.1139
"318",39848,0.9959,0.2233,0.0520832558685048,1.1139
"319",39848,0.9959,0.4771,0.0520832558685048,1.1139
"320",39848,0.9959,0.5342,0.0520832558685048,1.1139
"321",39848,0.9996,0.3807,0.0520832558685048,1.1139
"322",39848,1.4957,0.5245,0.0520832558685048,1.1139
"323",39848,1.4994,0.2726,0.0520832558685048,1.1139
"324",39848,1.9955,0.6349,0.0520832558685048,1.1139
"325",39848,1.9955,0.8789,0.0520832558685048,1.1139
"326",39848,1.9955,0.9222,0.0520832558685048,1.1139
"327",39848,1.9992,0.3437,0.0520832558685048,1.1139
"328",39848,1.9992,0.5621,0.0520832558685048,1.1139
"329",39848,2.995,0.714,0.0520832558685048,1.1139
"330",39848,3.9985,0.313,0.0520832558685048,1.1139
"331",39848,4.0023,0.6947,0.0520832558685048,1.1139
"332",39848,4.0023,1.1139,0.0520832558685048,1.1139
"333",39849,0.2443,0.0734,0.120611756699858,0.863
"334",39849,0.2443,0.095,0.120611756699858,0.863
"335",39849,0.248,0.1344,0.120611756699858,0.863
"336",39849,0.248,0.2407,0.120611756699858,0.863
"337",39849,0.4961,0.2919,0.120611756699858,0.863
"338",39849,0.4961,0.2053,0.120611756699858,0.863
"339",39849,0.4961,0.1522,0.120611756699858,0.863
"340",39849,0.4961,0.1306,0.120611756699858,0.863
"341",39849,0.9959,0.5361,0.120611756699858,0.863
"342",39849,0.9959,0.4791,0.120611756699858,0.863
"343",39849,0.9959,0.1996,0.120611756699858,0.863
"344",39849,0.9996,0.2724,0.120611756699858,0.863
"345",39849,1.4919,0.863,0.120611756699858,0.863
"346",39849,1.4957,0.7528,0.120611756699858,0.863
"347",39849,1.4957,0.4517,0.120611756699858,0.863
"348",39849,1.9917,0.7727,0.120611756699858,0.863
"349",39849,1.9955,0.7254,0.120611756699858,0.863
"350",39849,1.9992,0.3535,0.120611756699858,0.863
"351",39849,1.9992,0.4539,0.120611756699858,0.863
"352",39849,3.991,0.4252,0.120611756699858,0.863
"353",39849,3.9985,0.5924,0.120611756699858,0.863
"354",39850,0.2471,0.3135,0.125360010818222,0.8359
"355",39850,0.2476,0.0891,0.125360010818222,0.8359
"356",39850,0.2476,0.1029,0.125360010818222,0.8359
"357",39850,0.4988,0.2447,0.125360010818222,0.8359
"358",39850,0.499,0.168,0.125360010818222,0.8359
"359",39850,0.499,0.1424,0.125360010818222,0.8359
"360",39850,0.9943,0.3374,0.125360010818222,0.8359
"361",39850,0.9982,0.2626,0.125360010818222,0.8359
"362",39850,0.9983,0.2213,0.125360010818222,0.8359
"363",39850,1.4971,0.4655,0.125360010818222,0.8359
"364",39850,1.501,0.4163,0.125360010818222,0.8359
"365",39850,1.5011,0.3435,0.125360010818222,0.8359
"366",39850,1.9928,0.4854,0.125360010818222,0.8359
"367",39850,1.9929,0.4224,0.125360010818222,0.8359
"368",39850,1.9998,0.6861,0.125360010818222,0.8359
"369",39850,2.0006,0.3614,0.125360010818222,0.8359
"370",39850,2.9983,0.8359,0.125360010818222,0.8359
"371",39850,3.9944,0.435,0.125360010818222,0.8359
"372",39850,3.9979,0.5354,0.125360010818222,0.8359
"373",39851,56.3075,2.93e-07,6.35035661161753e-08,1.14e-05
"374",39851,155.9397,6.62e-06,6.35035661161753e-08,1.14e-05
"375",39851,256.4897,1.14e-05,6.35035661161753e-08,1.14e-05
"376",39851,356.9788,8.54e-06,6.35035661161753e-08,1.14e-05
"377",39851,457.9784,1.13e-05,6.35035661161753e-08,1.14e-05
"378",39852,53.7633,2.91e-06,6.69299177718153e-08,2.11e-05
"379",39852,155.2127,9.7e-06,6.69299177718153e-08,2.11e-05
"380",39852,254.3245,1.43e-05,6.69299177718153e-08,2.11e-05
"381",39852,355.7737,1.64e-05,6.69299177718153e-08,2.11e-05
"382",39852,454.418,2.11e-05,6.69299177718153e-08,2.11e-05
"383",39853,53.9653,8.53e-07,1.25179220269076e-07,2.35e-05
"384",39853,155.7953,1.36e-05,1.25179220269076e-07,2.35e-05
"385",39853,255.2792,2.32e-05,1.25179220269076e-07,2.35e-05
"386",39853,354.763,1.85e-05,1.25179220269076e-07,2.35e-05
"387",39853,454.2468,2.35e-05,1.25179220269076e-07,2.35e-05
"388",39854,55.4934,2e-06,4.12040283248659e-08,2.1e-05
"389",39854,154.7438,8.1e-06,4.12040283248659e-08,2.1e-05
"390",39854,254.4316,1.02e-05,4.12040283248659e-08,2.1e-05
"391",39854,355.5975,2.06e-05,4.12040283248659e-08,2.1e-05
"392",39854,455.2715,2.1e-05,4.12040283248659e-08,2.1e-05
"393",39855,55.1144,3.05e-06,1.30671258253649e-08,9.27e-06
"394",39855,154.6007,4.35e-06,1.30671258253649e-08,9.27e-06
"395",39855,255.4881,7.29e-06,1.30671258253649e-08,9.27e-06
"396",39855,354.5072,6.33e-06,1.30671258253649e-08,9.27e-06
"397",39855,455.3947,9.27e-06,1.30671258253649e-08,9.27e-06
"398",39856,54.8072,3.92e-06,4.51404305533798e-08,2.97e-05
"399",39856,154.2034,2.05e-05,4.51404305533798e-08,2.97e-05
"400",39856,254.9929,1.68e-05,4.51404305533798e-08,2.97e-05
"401",39856,354.8537,1.65e-05,4.51404305533798e-08,2.97e-05
"402",39856,455.6433,2.97e-05,4.51404305533798e-08,2.97e-05
"403",39857,53.9653,4.52e-06,1.54964155946185e-07,4.66e-05
"404",39857,155.7953,2.03e-05,1.54964155946185e-07,4.66e-05
"405",39857,255.2792,3e-05,1.54964155946185e-07,4.66e-05
"406",39857,354.763,3.35e-05,1.54964155946185e-07,4.66e-05
"407",39857,454.2468,4.66e-05,1.54964155946185e-07,4.66e-05
"408",39858,53.733,5.29e-06,5.38042300329995e-08,4.54e-05
"409",39858,154.6116,1.59e-05,5.38042300329995e-08,4.54e-05
"410",39858,254.8509,1.61e-05,5.38042300329995e-08,4.54e-05
"411",39858,355.5626,4.54e-05,5.38042300329995e-08,4.54e-05
"412",39858,456.2345,4.34e-05,5.38042300329995e-08,4.54e-05
"413",39859,55.2132,9.25e-07,3.64374559126775e-09,3.45e-06
"414",39859,155.6131,2.05e-06,3.64374559126775e-09,3.45e-06
"415",39859,254.9352,1.65e-06,3.64374559126775e-09,3.45e-06
"416",39859,355.3351,2.775e-06,3.64374559126775e-09,3.45e-06
"417",39859,455.9965,3.45e-06,3.64374559126775e-09,3.45e-06
"418",39860,55.4306,5.28e-06,3.87493495282622e-08,2.06e-05
"419",39860,154.0129,9.1e-06,3.87493495282622e-08,2.06e-05
"420",39860,254.5068,1.47e-05,3.87493495282622e-08,2.06e-05
"421",39860,355.4732,2.06e-05,3.87493495282622e-08,2.06e-05
"422",39860,455.2286,1.71e-05,3.87493495282622e-08,2.06e-05
"423",39861,54.9032,5.14e-06,7.54452617681136e-08,1.88e-05
"424",39861,155.1083,1.27e-05,7.54452617681136e-08,1.88e-05
"425",39861,255.3283,1.88e-05,7.54452617681136e-08,1.88e-05
"426",39861,355.9011,1.33e-05,7.54452617681136e-08,1.88e-05
"427",39861,454.2933,1.43e-05,7.54452617681136e-08,1.88e-05
"428",39862,55.6261,1.97e-06,7.26026748035442e-08,1.99e-05
"429",39862,154.796,9.17e-06,7.26026748035442e-08,1.99e-05
"430",39862,254.5319,1.32e-05,7.26026748035442e-08,1.99e-05
"431",39862,354.1647,1.29e-05,7.26026748035442e-08,1.99e-05
"432",39862,453.5756,1.99e-05,7.26026748035442e-08,1.99e-05
"433",39863,10,0.00012963,1.94444285714286e-05,0.0015
"434",39863,20,0.000185185,1.94444285714286e-05,0.0015
"435",39863,40,0.000685185,1.94444285714286e-05,0.0015
"436",39863,80,0.001351852,1.94444285714286e-05,0.0015
"437",39863,120,0.0015,1.94444285714286e-05,0.0015
"438",39864,10,0.00037037,4.25926e-05,0.0015
"439",39864,20,0.000796296,4.25926e-05,0.0015
"440",39864,40,0.001222222,4.25926e-05,0.0015
"441",39864,80,0.001481481,4.25926e-05,0.0015
"442",39864,120,0.0015,4.25926e-05,0.0015
"443",39865,10,0.000148148,7.01059285714286e-06,0.000722222
"444",39865,20,0.000185185,7.01059285714286e-06,0.000722222
"445",39865,40,0.000351852,7.01059285714286e-06,0.000722222
"446",39865,80,5e-04,7.01059285714286e-06,0.000722222
"447",39865,120,0.000722222,7.01059285714286e-06,0.000722222
"448",39866,10,0.000333333,1.71957857142857e-05,0.001685185
"449",39866,20,0.000333333,1.71957857142857e-05,0.001685185
"450",39866,40,0.000814815,1.71957857142857e-05,0.001685185
"451",39866,80,0.001148148,1.71957857142857e-05,0.001685185
"452",39866,120,0.001685185,1.71957857142857e-05,0.001685185
"453",39867,10,0.000111111,1.85185e-05,0.000777778
"454",39867,20,0.000296296,1.85185e-05,0.000777778
"455",39867,40,0.000518519,1.85185e-05,0.000777778
"456",39867,80,0.000685185,1.85185e-05,0.000777778
"457",39867,120,0.000777778,1.85185e-05,0.000777778
"458",39868,10,0.000300926,3.75e-05,0.001800926
"459",39868,20,0.000675926,3.75e-05,0.001800926
